City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
309,bitung,1.4451,125.1824,86.85,75,74,10.16,ID,1675648574
310,wanning,18.8003,110.3967,75.7,77,100,3.2,CN,1675648576
311,berdigestyakh,62.0989,126.6992,-29.94,96,100,3.83,RU,1675648577
312,inhambane,-23.865,35.3833,71.98,88,15,5.84,MZ,1675648579
313,bharatpur,27.2167,77.4833,58.03,48,0,4.52,IN,1675648580
314,kahului,20.8947,-156.47,80.96,73,20,21.85,US,1675648365
315,paragominas,-2.9667,-47.4833,71.76,98,69,2.75,BR,1675648583
316,pevek,69.7008,170.3133,-34.64,99,96,3.87,RU,1675648584
317,chalchihuites,23.4833,-103.8833,53.44,21,1,6.62,MX,1675648586
318,santa lucia,27.9117,-15.5407,52.92,63,20,8.05,ES,1675648587
319,north bend,43.4065,-124.2243,47.07,87,100,10.36,US,1675648589
320,te anau,-45.4167,167.7167,64.11,61,85,6.87,NZ,1675648590
321,hanyang,32.1371,105.5126,50.13,58,13,2.44,CN,1675648593
322,berlevag,70.8578,29.0864,39.2,81,100,23.02,NO,1675648594
323,najran,17.4924,44.1277,57.85,46,85,2.59,SA,1675648506
324,anito,12.4497,125.2886,80.42,87,65,10.38,PH,1675648597
325,grand-santi,4.25,-54.3833,71.15,99,100,2.28,GF,1675648598
326,wexford,52.3342,-6.4575,41.22,90,56,8.08,IE,1675648600
327,genhe,50.7833,121.5167,-8.43,98,100,3.27,CN,1675648601
328,ilulissat,69.2167,-51.1,-7.46,98,100,12.73,GL,1675648604
329,kokoda,-8.8785,147.7407,80.2,86,100,2.35,PG,1675648605
330,carballo,43.213,-8.691,45.86,81,36,4.34,ES,1675648607
331,lorengau,-2.0226,147.2712,84.36,71,69,4.88,PG,1675648608
332,myre,69.1036,15.9492,36.34,79,100,22.41,NO,1675648610
333,ippy,6.2679,21.2247,72.82,19,13,2.64,CF,1675648611
334,sovetskiy,61.3614,63.5842,3.85,98,100,2.82,RU,1675648613
335,kasongo-lunda,-6.4667,16.8167,67.84,95,100,0.45,CD,1675648614
336,jalu,29.0331,21.5482,53.47,45,100,14.16,LY,1675648616
337,korhogo,9.45,-5.6333,74.93,21,10,3.0,CI,1675648617
338,baykalsk,51.5058,104.1469,9.57,84,18,4.5,RU,1675648618
339,zverinogolovskoye,54.4586,64.8542,4.28,97,95,5.32,RU,1675648620
340,yaguaron,-25.6,-57.3,78.75,44,100,2.86,PY,1675648621
341,dickinson,29.4608,-95.0513,67.12,84,20,9.22,US,1675648623
342,mao,39.8885,4.2658,52.36,62,75,19.57,ES,1675648624
343,fort-shevchenko,44.5086,50.263,32.16,76,51,12.15,KZ,1675648626
344,eureka,40.8021,-124.1637,48.81,93,97,8.01,US,1675648627
345,bay roberts,47.5999,-53.2648,27.05,81,92,7.0,CA,1675648629
346,coihaique,-45.5752,-72.0662,57.81,51,20,4.61,CL,1675648630
347,brokopondo,4.75,-55.1667,74.44,90,100,10.78,SR,1675648632
348,gondanglegi,-7.7479,112.0132,81.75,74,84,2.44,ID,1675648633
349,ancud,-41.8697,-73.8203,55.47,81,66,4.83,CL,1675648635
350,haines junction,60.7522,-137.5108,13.95,79,100,1.14,CA,1675648636
351,port hawkesbury,45.6169,-61.3485,41.18,92,100,11.01,CA,1675648637
352,sungaipenuh,-2.0833,101.3833,73.83,55,88,3.56,ID,1675648639
353,mingguang,32.7802,117.9638,45.66,91,100,5.3,CN,1675648641
354,belyy yar,53.6039,91.3903,-12.14,83,40,0.0,RU,1675648642
355,shubarshi,48.5872,57.1869,5.47,95,20,4.61,KZ,1675648643
356,sola,-13.8833,167.55,82.35,74,99,18.16,VU,1675648645
357,zhoucheng,35.9122,116.3117,47.25,56,21,4.5,CN,1675648646
358,torbay,47.6666,-52.7314,26.28,79,75,16.11,CA,1675648649
359,valparaiso,-33.0393,-71.6273,64.04,77,0,0.0,CL,1675648556
360,jaciara,-15.9653,-54.9683,72.07,90,100,2.71,BR,1675648652
361,slonim,53.0867,25.3219,22.46,84,100,4.59,BY,1675648653
362,le mars,42.7942,-96.1656,30.56,100,0,0.0,US,1675648655
363,noamundi,22.15,85.5333,63.16,30,0,0.92,IN,1675648657
364,rio grande,-32.035,-52.0986,70.41,81,4,5.1,BR,1675648659
365,parrita,9.5201,-84.3225,77.13,74,6,2.73,CR,1675648660
